COUNTY,YEAR,Indicator,MEASURE,COUNT,VALUE,RANK,STATE
Hampton,2016,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),2,4.2,4,14.7
Hampton,2016,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),26,39.5,21,43.0
Hampton,2016,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),147,197.2,40,168.4
Hampton,2016,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),52,72.3,43,45.4
Hampton,2016,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),30,39.5,11,48.5
Hampton,2016,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),39,54.2,45,22.5
Hampton,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),130,180.6,20,176.8
Hampton,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),18,30.0,35,19.0
Hampton,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),3,4.6,2,15.3
Hampton,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),672,9.5,29,8.3
Hampton,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.5,NA,12.8
Hampton,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,41.4,NA,64.7
Hampton,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,53.7,NA,27.6
Hampton,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.9,NA,2.2
Hampton,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,4.0,NA,5.5
Hampton,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,25.9,45,16.7
Hampton,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,82.1,15,77.8
Hampton,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,54.9,NA,64.4
Hampton,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,20.2,NA,13.8
Hampton,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,12.2,NA,13.3
Hampton,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Hampton,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.6,9,2.6
Hampton,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,50.5,NA,39.3
Hampton,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),467,74.6,NA,50.1
Hampton,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),388,62.0,30,76.5
Hampton,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),76,12.2,40,9.6
Hampton,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),453,72.3,32,75.2
Hampton,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),73,11.7,29,9.1
Hampton,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),77,12.3,29,11.2
Hampton,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),64,34.6,32,23.8
Hampton,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),4,6.4,17,6.8
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.5,26,4.6
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,6.9,42,3.8
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,7.1,36,4.9
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,44.8,27,38.4
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,16.5,32,12.8
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,6.2,6,8.7
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,24.2,34,19.5
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,37.3,26,33.2
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,62.4,36,72.7
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,45.1,44,62.4
Hampton,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,58.7,41,73.4
Hampton,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,6.0,7,16.7
Hampton,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,43.5,24,45.4
Hampton,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,217.2,44,165.5
Hampton,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,67.3,41,45.6
Hampton,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,36.4,5,48.4
Hampton,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,66.5,45,23.4
Hampton,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,182.9,23,174.0
Hampton,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,31.4,34,20.5
Hampton,2017,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),,6.6,2,15.6
Hampton,2017,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),,9.7,32,8.3
Hampton,2017,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.7,NA,12.3
Hampton,2017,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,41.2,NA,64.6
Hampton,2017,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,53.7,NA,27.5
Hampton,2017,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.9,NA,2.3
Hampton,2017,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,4.2,NA,5.7
Hampton,2017,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,19.1,35,15.8
Hampton,2017,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,81.7,20,78.0
Hampton,2017,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,54.1,NA,65.2
Hampton,2017,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.4,NA,5.3
Hampton,2017,Health Care Access,Population without health insurance (percent; 2010-2014),NA,10.7,NA,12.1
Hampton,2017,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Hampton,2017,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.8,21,1.9
Hampton,2017,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,47.8,NA,38.7
Hampton,2018,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),451,73.7,NA,49.4
Hampton,2018,Births,Breastfeeding initiation (percent of all live births; 2013-2015),388,63.4,29,77.5
Hampton,2018,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),73,11.9,32,9.7
Hampton,2018,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),437,71.4,35,76.2
Hampton,2018,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),70,11.4,29,8.6
Hampton,2018,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),81,13.3,36,11.2
Hampton,2018,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),63,34.9,33,22.5
Hampton,2018,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),4,6.5,14,6.9
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,3.2,1,4.8
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,6.0,38,3.9
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,2.7,1,5.1
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,50.4,35,38.9
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,18.2,37,13.3
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,10.1,34,9.0
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,23.4,38,18.9
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,38.3,30,34.1
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,53.2,46,72.7
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,46.9,45,60.9
Hampton,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,55.2,44,73.8
Hampton,2018,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),3,6.0,5,18.8
Hampton,2018,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),34,47.9,31,44.8
Hampton,2018,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),154,199.4,43,162.3
Hampton,2018,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),48,61.6,37,45.3
Hampton,2018,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),27,34.5,6,47.0
Hampton,2018,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),45,59.7,46,23.9
Hampton,2018,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),149,200.8,31,170.7
Hampton,2018,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),17,26.7,25,20.6
Hampton,2018,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),6,10.5,8,15.8
Hampton,2018,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),723,9.9,32,8.3
Hampton,2018,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,15.0,NA,11.7
Hampton,2018,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,41.4,NA,64.5
Hampton,2018,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,53.5,NA,27.3
Hampton,2018,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.9,NA,2.3
Hampton,2018,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,4.1,NA,5.8
Hampton,2018,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,16.4,29,15.6
Hampton,2018,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,80.7,23,77.3
Hampton,2018,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,54.2,NA,65.9
Hampton,2018,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.8,NA,5.2
Hampton,2018,Health Care Access,Population without health insurance (percent; 2010-2014),NA,10.0,NA,11.0
Hampton,2018,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Hampton,2018,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,4.4,41,1.8
Hampton,2018,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,45.6,NA,38.0
Horry,2015,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),NA,64.0,NA,51.2
Horry,2015,Births,Breastfeeding initiation (percent of all live births; 2013-2015),NA,75.0,10,72.4
Horry,2015,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),NA,9.6,17,9.6
Horry,2015,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),NA,72.5,28,74.3
Horry,2015,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),NA,12.8,28,10.6
Horry,2015,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),NA,12.0,28,11.0
Horry,2015,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),NA,30.9,16,28.7
Horry,2015,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),NA,6.3,20,6.8
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.5,29,4.7
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.2,23,3.8
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,6.2,33,4.7
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,38.5,7,38.5
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,11.6,14,12.0
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,8.1,21,8.3
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,22.2,28,21.0
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,30.1,8,32.7
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,71.4,21,73.7
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,67.8,8,63.9
Horry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,73.4,13,71.6
Horry,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,22.2,44,13.0
Horry,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,34.6,17,38.7
Horry,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,167.6,12,170.2
Horry,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,43.3,13,45.9
Horry,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,52.5,27,49.6
Horry,2015,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),NA,12.1,3,22.5
Horry,2015,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),NA,192.5,25,178.7
Horry,2015,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),NA,17.3,20,17.3
Horry,2015,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),NA,14.9,27,14.7
Horry,2015,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),NA,8.2,10,8.3
Horry,2015,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.1,NA,13.5
Horry,2015,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,78.2,NA,64.6
Horry,2015,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,13.8,NA,27.8
Horry,2015,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.9,NA,2.1
Horry,2015,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,6.1,NA,5.5
Horry,2015,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,19.8,34,17.9
Horry,2015,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,74.8,43,77.0
Horry,2015,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,57.6,NA,62.9
Horry,2015,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,17.6,NA,18.1
Horry,2015,Health Care Access,Population without health insurance (percent; 2010-2014),NA,21.3,NA,15.9
Horry,2015,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,1.3,27,1.8
Horry,2015,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,2.0,16,2.8
Horry,2015,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,20.6,NA,40.0
Horry,2016,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),5763,64.0,NA,51.2
Horry,2016,Births,Breastfeeding initiation (percent of all live births; 2013-2015),7117,76.1,11,74.6
Horry,2016,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),906,9.7,18,9.5
Horry,2016,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),6772,72.4,30,74.6
Horry,2016,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),1220,13.0,29,10.0
Horry,2016,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),1127,12.0,30,11.0
Horry,2016,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),673,27.2,15,26.1
Horry,2016,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),69,7.4,22,6.8
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.1,25,4.6
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,3.8,15,3.8
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.9,29,4.8
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,38.5,13,38.7
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,11.6,8,12.3
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,8.9,26,12.6
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,21.7,29,20.4
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,30.7,8,32.7
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,72.5,15,73.7
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,63.9,20,62.8
Horry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,71.3,22,71.8
Horry,2016,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),298,34.7,46,14.7
Horry,2016,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),438,39.7,23,43.0
Horry,2016,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),2298,171.0,18,168.4
Horry,2016,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),486,40.6,14,45.4
Horry,2016,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),658,50.6,23,48.5
Horry,2016,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),152,12.5,3,22.5
Horry,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),2326,189.2,24,176.8
Horry,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),177,19.3,18,19.0
Horry,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),158,15.4,29,15.3
Horry,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),9942,8.3,14,8.3
Horry,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,12.6,NA,12.8
Horry,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,78.5,NA,64.7
Horry,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,13.6,NA,27.6
Horry,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.9,NA,2.2
Horry,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,6.0,NA,5.5
Horry,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,19.6,33,16.7
Horry,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,74.4,45,77.8
Horry,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,59.5,NA,64.4
Horry,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,14.8,NA,13.8
Horry,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,16.9,NA,13.3
Horry,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Horry,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.3,5,2.6
Horry,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,20.5,NA,39.3
Horry,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),5677,59.9,NA,50.1
Horry,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),7215,76.2,12,76.5
Horry,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),904,9.5,16,9.6
Horry,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),6926,73.1,26,75.2
Horry,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),1147,12.1,30,9.1
Horry,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),1115,11.8,25,11.2
Horry,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),640,24.8,18,23.8
Horry,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),63,6.7,20,6.8
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.1,19,4.6
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.0,18,3.8
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,6.1,26,4.9
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,39.6,16,38.4
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,12.0,7,12.8
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,7.9,12,8.7
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,20.9,23,19.5
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,31.5,4,33.2
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,72.9,12,72.7
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,62.7,20,62.4
Horry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,70.0,26,73.4
Horry,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,36.5,46,16.7
Horry,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,43.9,25,45.4
Horry,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,169.2,18,165.5
Horry,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,44.6,18,45.6
Horry,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,47.1,18,48.4
Horry,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,13.9,3,23.4
Horry,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,185.4,25,174.0
Horry,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,20.4,15,20.5
Horry,2017,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),,15.6,26,15.6
Horry,2017,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),,8.2,12,8.3
Horry,2017,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,12.1,NA,12.3
Horry,2017,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,78.5,NA,64.6
Horry,2017,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,13.5,NA,27.5
Horry,2017,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,2.0,NA,2.3
Horry,2017,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,6.0,NA,5.7
Horry,2017,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,19.0,34,15.8
Horry,2017,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,74.5,45,78.0
Horry,2017,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,60.0,NA,65.2
Horry,2017,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.6,NA,5.3
Horry,2017,Health Care Access,Population without health insurance (percent; 2010-2014),NA,15.6,NA,12.1
Horry,2017,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Horry,2017,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.5,13,1.9
Horry,2017,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,20.0,NA,38.7
Horry,2018,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),5563,58.9,NA,49.4
Horry,2018,Births,Breastfeeding initiation (percent of all live births; 2013-2015),7180,76.0,12,77.5
Horry,2018,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),895,9.5,14,9.7
Horry,2018,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),7086,75.0,21,76.2
Horry,2018,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),1097,11.6,30,8.6
Horry,2018,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),1108,11.8,21,11.2
Horry,2018,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),609,22.8,13,22.5
Horry,2018,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),66,7.0,21,6.9
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.6,27,4.8
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.1,16,3.9
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,7.3,34,5.1
